community,month,monthlyav,year,Sani_Q,av_II_Q,FY,desc,actual,max_MGD,max_II_Q
Lexington,Mar,7.502222222222222,18-20,2.2,5.3022222222222215,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,8.074444444444445,5.874444444444445
Lexington,May,6.411111111111111,18-20,2.2,4.211111111111111,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,8.074444444444445,5.874444444444445
Lexington,Nov,6.609999999999999,18-20,2.2,4.409999999999999,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,8.074444444444445,5.874444444444445
Lexington,Oct,3.9722222222222228,18-20,2.2,1.7722222222222226,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,8.074444444444445,5.874444444444445
Lexington,Sep,3.4811111111111113,18-20,2.2,1.281111111111111,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,8.074444444444445,5.874444444444445
Malden,Apr,10.758888888888889,18-20,4.9,5.858888888888888,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,11.338888888888889,6.438888888888888
Malden,Aug,7.39,18-20,4.9,2.4899999999999993,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,11.338888888888889,6.438888888888888
Malden,Dec,10.596666666666668,18-20,4.9,5.696666666666667,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,11.338888888888889,6.438888888888888
Malden,Feb,10.29,18-20,4.9,5.389999999999999,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,11.338888888888889,6.438888888888888
Malden,Jan,9.628888888888888,18-20,4.9,4.728888888888887,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,11.338888888888889,6.438888888888888
Malden,Jul,7.448888888888889,18-20,4.9,2.5488888888888885,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,11.338888888888889,6.438888888888888
Malden,Jun,7.7588888888888885,18-20,4.9,2.858888888888888,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,11.338888888888889,6.438888888888888
Malden,Mar,11.338888888888889,18-20,4.9,6.438888888888888,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,11.338888888888889,6.438888888888888
Malden,May,8.88111111111111,18-20,4.9,3.98111111111111,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,11.338888888888889,6.438888888888888
Malden,Nov,11.067777777777778,18-20,4.9,6.167777777777777,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,11.338888888888889,6.438888888888888
Malden,Oct,7.355555555555555,18-20,4.9,2.455555555555555,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,11.338888888888889,6.438888888888888
Malden,Sep,6.932222222222221,18-20,4.9,2.032222222222221,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,11.338888888888889,6.438888888888888
Medford,Apr,10.125555555555556,18-20,4.2,5.9255555555555555,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,10.131111111111112,5.931111111111112
Medford,Aug,6.303333333333334,18-20,4.2,2.1033333333333335,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,10.131111111111112,5.931111111111112
Medford,Dec,9.38888888888889,18-20,4.2,5.188888888888889,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,10.131111111111112,5.931111111111112
Medford,Feb,8.373333333333333,18-20,4.2,4.173333333333333,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,10.131111111111112,5.931111111111112
Medford,Jan,7.893333333333334,18-20,4.2,3.6933333333333342,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,10.131111111111112,5.931111111111112
Medford,Jul,6.055555555555555,18-20,4.2,1.8555555555555552,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,10.131111111111112,5.931111111111112
Medford,Jun,6.165555555555556,18-20,4.2,1.9655555555555555,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,10.131111111111112,5.931111111111112
Medford,Mar,9.944444444444445,18-20,4.2,5.7444444444444445,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,10.131111111111112,5.931111111111112
Medford,May,7.754444444444445,18-20,4.2,3.554444444444445,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,10.131111111111112,5.931111111111112
Medford,Nov,10.131111111111112,18-20,4.2,5.931111111111112,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,10.131111111111112,5.931111111111112
Medford,Oct,6.572222222222222,18-20,4.2,2.372222222222222,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,10.131111111111112,5.931111111111112
Medford,Sep,6.1433333333333335,18-20,4.2,1.9433333333333334,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,10.131111111111112,5.931111111111112
Melrose,Apr,6.101111111111111,18-20,1.8,4.301111111111111,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,6.225555555555556,4.425555555555556
Melrose,Aug,2.966666666666667,18-20,1.8,1.1666666666666667,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,6.225555555555556,4.425555555555556
Melrose,Dec,6.1688888888888895,18-20,1.8,4.36888888888889,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,6.225555555555556,4.425555555555556
Melrose,Feb,5.278888888888889,18-20,1.8,3.478888888888889,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,6.225555555555556,4.425555555555556
Melrose,Jan,4.921111111111111,18-20,1.8,3.1211111111111114,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,6.225555555555556,4.425555555555556
Melrose,Jul,3.0866666666666664,18-20,1.8,1.2866666666666664,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,6.225555555555556,4.425555555555556
Melrose,Jun,3.4444444444444446,18-20,1.8,1.6444444444444446,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,6.225555555555556,4.425555555555556
Melrose,Mar,5.967777777777778,18-20,1.8,4.167777777777778,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,6.225555555555556,4.425555555555556
Melrose,May,4.63,18-20,1.8,2.83,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,6.225555555555556,4.425555555555556
Melrose,Nov,6.225555555555556,18-20,1.8,4.425555555555556,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,6.225555555555556,4.425555555555556
Melrose,Oct,3.3666666666666667,18-20,1.8,1.5666666666666667,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,6.225555555555556,4.425555555555556
Melrose,Sep,2.8855555555555554,18-20,1.8,1.0855555555555554,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,6.225555555555556,4.425555555555556
Milton,Apr,5.168888888888889,18-20,1.4,3.7688888888888887,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,5.335555555555556,3.9355555555555557
Milton,Aug,1.9922222222222223,18-20,1.4,0.5922222222222224,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,5.335555555555556,3.9355555555555557
Milton,Dec,4.582222222222223,18-20,1.4,3.1822222222222227,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,5.335555555555556,3.9355555555555557
Milton,Feb,4.397777777777778,18-20,1.4,2.997777777777778,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,5.335555555555556,3.9355555555555557
Milton,Jan,4.311111111111111,18-20,1.4,2.911111111111111,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,5.335555555555556,3.9355555555555557
Milton,Jul,2.227777777777778,18-20,1.4,0.827777777777778,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,5.335555555555556,3.9355555555555557
Milton,Jun,2.582222222222222,18-20,1.4,1.1822222222222223,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,5.335555555555556,3.9355555555555557
Milton,Mar,5.335555555555556,18-20,1.4,3.9355555555555557,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,5.335555555555556,3.9355555555555557
Milton,May,3.851111111111111,18-20,1.4,2.451111111111111,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,5.335555555555556,3.9355555555555557
Milton,Nov,4.835555555555556,18-20,1.4,3.4355555555555557,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,5.335555555555556,3.9355555555555557
Milton,Oct,2.5566666666666666,18-20,1.4,1.1566666666666667,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,5.335555555555556,3.9355555555555557
Milton,Sep,2.061111111111111,18-20,1.4,0.661111111111111,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,5.335555555555556,3.9355555555555557
Natick,Apr,4.021111111111111,18-20,1.8,2.221111111111111,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,4.021111111111111,2.221111111111111
Natick,Aug,2.3955555555555557,18-20,1.8,0.5955555555555556,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,4.021111111111111,2.221111111111111
Natick,Dec,3.5355555555555553,18-20,1.8,1.7355555555555553,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,4.021111111111111,2.221111111111111
Natick,Feb,3.408888888888889,18-20,1.8,1.6088888888888888,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,4.021111111111111,2.221111111111111
Natick,Jan,3.221111111111111,18-20,1.8,1.421111111111111,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,4.021111111111111,2.221111111111111
Natick,Jul,2.4266666666666667,18-20,1.8,0.6266666666666667,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,4.021111111111111,2.221111111111111
Natick,Jun,2.566666666666667,18-20,1.8,0.7666666666666668,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,4.021111111111111,2.221111111111111
Natick,Mar,3.8533333333333335,18-20,1.8,2.0533333333333337,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,4.021111111111111,2.221111111111111
Natick,May,3.27,18-20,1.8,1.47,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,4.021111111111111,2.221111111111111
Natick,Nov,3.4522222222222223,18-20,1.8,1.6522222222222223,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,4.021111111111111,2.221111111111111
Natick,Oct,2.4366666666666665,18-20,1.8,0.6366666666666665,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,4.021111111111111,2.221111111111111
Natick,Sep,2.2911111111111113,18-20,1.8,0.4911111111111113,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,4.021111111111111,2.221111111111111
Needham,Apr,5.484444444444445,18-20,1.9,3.5844444444444448,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,5.484444444444445,3.5844444444444448
Needham,Aug,2.862222222222222,18-20,1.9,0.9622222222222221,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,5.484444444444445,3.5844444444444448
Needham,Dec,4.736666666666666,18-20,1.9,2.8366666666666664,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,5.484444444444445,3.5844444444444448
Needham,Feb,4.446666666666667,18-20,1.9,2.5466666666666673,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,5.484444444444445,3.5844444444444448
Needham,Jan,4.374444444444444,18-20,1.9,2.4744444444444444,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,5.484444444444445,3.5844444444444448
Needham,Jul,2.9455555555555555,18-20,1.9,1.0455555555555556,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,5.484444444444445,3.5844444444444448
Needham,Jun,3.2866666666666666,18-20,1.9,1.3866666666666667,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,5.484444444444445,3.5844444444444448
Needham,Mar,5.343333333333334,18-20,1.9,3.443333333333334,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,5.484444444444445,3.5844444444444448
Needham,May,4.392222222222222,18-20,1.9,2.4922222222222223,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,5.484444444444445,3.5844444444444448
Needham,Nov,5.028888888888889,18-20,1.9,3.128888888888889,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,5.484444444444445,3.5844444444444448
Needham,Oct,3.2,18-20,1.9,1.3000000000000003,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,5.484444444444445,3.5844444444444448
Needham,Sep,2.7733333333333334,18-20,1.9,0.8733333333333335,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,5.484444444444445,3.5844444444444448
Newton,Apr,22.166666666666668,18-20,7.8,14.366666666666667,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,22.166666666666668,14.366666666666667
Newton,Aug,10.457777777777778,18-20,7.8,2.6577777777777785,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,22.166666666666668,14.366666666666667
Newton,Dec,18.857777777777777,18-20,7.8,11.057777777777776,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,22.166666666666668,14.366666666666667
Newton,Feb,17.538888888888888,18-20,7.8,9.738888888888887,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,22.166666666666668,14.366666666666667
Newton,Jan,16.69333333333333,18-20,7.8,8.89333333333333,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,22.166666666666668,14.366666666666667
Newton,Jul,10.754444444444445,18-20,7.8,2.9544444444444453,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,22.166666666666668,14.366666666666667
Newton,Jun,12.39,18-20,7.8,4.590000000000001,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,22.166666666666668,14.366666666666667
Newton,Mar,20.75888888888889,18-20,7.8,12.95888888888889,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,22.166666666666668,14.366666666666667
Newton,May,17.337777777777777,18-20,7.8,9.537777777777777,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,22.166666666666668,14.366666666666667
Newton,Nov,18.93888888888889,18-20,7.8,11.13888888888889,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,22.166666666666668,14.366666666666667
Newton,Oct,11.064444444444444,18-20,7.8,3.264444444444444,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,22.166666666666668,14.366666666666667
Newton,Sep,9.677777777777777,18-20,7.8,1.8777777777777773,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,22.166666666666668,14.366666666666667
Norwood,Apr,8.444444444444445,18-20,2.4,6.044444444444444,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,8.956666666666667,6.556666666666667
Norwood,Aug,4.098888888888888,18-20,2.4,1.6988888888888884,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,8.956666666666667,6.556666666666667
Norwood,Dec,7.663333333333333,18-20,2.4,5.263333333333334,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,8.956666666666667,6.556666666666667
Norwood,Feb,7.2877777777777775,18-20,2.4,4.887777777777778,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,8.956666666666667,6.556666666666667
Norwood,Jan,7.477777777777778,18-20,2.4,5.0777777777777775,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,8.956666666666667,6.556666666666667
Norwood,Jul,4.51,18-20,2.4,2.11,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,8.956666666666667,6.556666666666667
Norwood,Jun,5.264444444444445,18-20,2.4,2.864444444444445,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,8.956666666666667,6.556666666666667
Norwood,Mar,8.956666666666667,18-20,2.4,6.556666666666667,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,8.956666666666667,6.556666666666667
Norwood,May,6.504444444444445,18-20,2.4,4.104444444444445,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,8.956666666666667,6.556666666666667
Norwood,Nov,8.123333333333333,18-20,2.4,5.723333333333333,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,8.956666666666667,6.556666666666667
Norwood,Oct,5.262222222222222,18-20,2.4,2.8622222222222224,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,8.956666666666667,6.556666666666667
Norwood,Sep,4.655555555555555,18-20,2.4,2.255555555555555,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,8.956666666666667,6.556666666666667
Quincy,Apr,17.23222222222222,18-20,8.2,9.03222222222222,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,18.293333333333333,10.093333333333334
Quincy,Aug,10.937777777777779,18-20,8.2,2.7377777777777794,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,18.293333333333333,10.093333333333334
Quincy,Dec,15.62,18-20,8.2,7.42,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,18.293333333333333,10.093333333333334
Quincy,Feb,15.265555555555556,18-20,8.2,7.065555555555557,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,18.293333333333333,10.093333333333334
Quincy,Jan,15.227777777777778,18-20,8.2,7.027777777777779,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,18.293333333333333,10.093333333333334
Quincy,Jul,12.012222222222222,18-20,8.2,3.812222222222223,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,18.293333333333333,10.093333333333334
Quincy,Jun,12.423333333333334,18-20,8.2,4.2233333333333345,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,18.293333333333333,10.093333333333334
Quincy,Mar,18.293333333333333,18-20,8.2,10.093333333333334,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,18.293333333333333,10.093333333333334
Quincy,May,14.655555555555555,18-20,8.2,6.455555555555556,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,18.293333333333333,10.093333333333334
Quincy,Nov,16.614444444444445,18-20,8.2,8.414444444444445,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,18.293333333333333,10.093333333333334
Quincy,Oct,11.987777777777778,18-20,8.2,3.7877777777777784,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,18.293333333333333,10.093333333333334
Quincy,Sep,10.835555555555556,18-20,8.2,2.635555555555557,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,18.293333333333333,10.093333333333334
Randolph,Apr,5.0744444444444445,18-20,1.9,3.1744444444444446,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,5.723333333333334,3.8233333333333337
Randolph,Aug,2.4233333333333333,18-20,1.9,0.5233333333333334,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,5.723333333333334,3.8233333333333337
Randolph,Dec,4.687777777777778,18-20,1.9,2.787777777777778,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,5.723333333333334,3.8233333333333337
Randolph,Feb,4.5600000000000005,18-20,1.9,2.6600000000000006,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,5.723333333333334,3.8233333333333337
Randolph,Jan,4.611111111111111,18-20,1.9,2.711111111111111,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,5.723333333333334,3.8233333333333337
Randolph,Jul,2.7255555555555557,18-20,1.9,0.8255555555555558,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,5.723333333333334,3.8233333333333337
Randolph,Jun,3.2755555555555556,18-20,1.9,1.3755555555555556,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,5.723333333333334,3.8233333333333337
Randolph,Mar,5.723333333333334,18-20,1.9,3.8233333333333337,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,5.723333333333334,3.8233333333333337
Randolph,May,4.1288888888888895,18-20,1.9,2.2288888888888896,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,5.723333333333334,3.8233333333333337
Randolph,Nov,4.673333333333333,18-20,1.9,2.773333333333333,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,5.723333333333334,3.8233333333333337
Randolph,Oct,3.0933333333333333,18-20,1.9,1.1933333333333334,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,5.723333333333334,3.8233333333333337
Randolph,Sep,2.5688888888888886,18-20,1.9,0.6688888888888886,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,5.723333333333334,3.8233333333333337
Reading,Apr,4.765555555555555,18-20,1.3,3.4655555555555555,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,4.765555555555555,3.4655555555555555
Reading,Aug,1.9844444444444445,18-20,1.3,0.6844444444444444,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,4.765555555555555,3.4655555555555555
Reading,Dec,3.747777777777778,18-20,1.3,2.4477777777777776,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,4.765555555555555,3.4655555555555555
Reading,Feb,3.7955555555555556,18-20,1.3,2.4955555555555557,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,4.765555555555555,3.4655555555555555
Reading,Jan,3.48,18-20,1.3,2.1799999999999997,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,4.765555555555555,3.4655555555555555
Reading,Jul,2.0133333333333336,18-20,1.3,0.7133333333333336,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,4.765555555555555,3.4655555555555555
Reading,Jun,2.6988888888888893,18-20,1.3,1.3988888888888893,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,4.765555555555555,3.4655555555555555
Reading,Mar,4.653333333333333,18-20,1.3,3.3533333333333335,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,4.765555555555555,3.4655555555555555
Reading,May,3.8133333333333335,18-20,1.3,2.5133333333333336,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,4.765555555555555,3.4655555555555555
Reading,Nov,3.801111111111111,18-20,1.3,2.5011111111111113,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,4.765555555555555,3.4655555555555555
Reading,Oct,2.3144444444444447,18-20,1.3,1.0144444444444447,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,4.765555555555555,3.4655555555555555
Reading,Sep,2.0422222222222226,18-20,1.3,0.7422222222222226,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,4.765555555555555,3.4655555555555555
Revere,Apr,7.764444444444445,18-20,3.5,4.264444444444445,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,8.391111111111112,4.891111111111112
Revere,Aug,5.655555555555556,18-20,3.5,2.155555555555556,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,8.391111111111112,4.891111111111112
Revere,Dec,7.70888888888889,18-20,3.5,4.20888888888889,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,8.391111111111112,4.891111111111112
Revere,Feb,7.337777777777778,18-20,3.5,3.837777777777778,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,8.391111111111112,4.891111111111112
Revere,Jan,7.094444444444445,18-20,3.5,3.594444444444445,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,8.391111111111112,4.891111111111112
Revere,Jul,5.7811111111111115,18-20,3.5,2.2811111111111115,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,8.391111111111112,4.891111111111112
Revere,Jun,5.644444444444445,18-20,3.5,2.144444444444445,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,8.391111111111112,4.891111111111112
Revere,Mar,8.012222222222222,18-20,3.5,4.512222222222222,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,8.391111111111112,4.891111111111112
Revere,May,6.58,18-20,3.5,3.08,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,8.391111111111112,4.891111111111112
Revere,Nov,8.391111111111112,18-20,3.5,4.891111111111112,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,8.391111111111112,4.891111111111112
Revere,Oct,6.367777777777778,18-20,3.5,2.8677777777777784,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,8.391111111111112,4.891111111111112
Revere,Sep,5.485555555555556,18-20,3.5,1.985555555555556,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,8.391111111111112,4.891111111111112
Somerville,Apr,13.25,18-20,5.5,7.75,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,13.25,7.75
Somerville,Aug,9.462222222222222,18-20,5.5,3.9622222222222216,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,13.25,7.75
Somerville,Dec,10.9,18-20,5.5,5.4,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,13.25,7.75
Somerville,Feb,11.127777777777778,18-20,5.5,5.627777777777778,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,13.25,7.75
Somerville,Jan,10.755555555555556,18-20,5.5,5.255555555555556,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,13.25,7.75
Somerville,Jul,9.47,18-20,5.5,3.9700000000000006,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,13.25,7.75
Somerville,Jun,8.38888888888889,18-20,5.5,2.8888888888888893,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,13.25,7.75
Somerville,Mar,12.435555555555556,18-20,5.5,6.935555555555556,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,13.25,7.75
Somerville,May,9.25,18-20,5.5,3.75,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,13.25,7.75
Somerville,Nov,11.985555555555557,18-20,5.5,6.485555555555557,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,13.25,7.75
Somerville,Oct,10.498888888888889,18-20,5.5,4.998888888888889,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,13.25,7.75
Somerville,Sep,8.625555555555556,18-20,5.5,3.1255555555555556,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,13.25,7.75
Stoneham,Apr,4.453333333333333,18-20,1.4,3.0533333333333332,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,4.774444444444445,3.374444444444445
Stoneham,Aug,2.528888888888889,18-20,1.4,1.128888888888889,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,4.774444444444445,3.374444444444445
Stoneham,Dec,4.736666666666667,18-20,1.4,3.3366666666666673,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,4.774444444444445,3.374444444444445
Stoneham,Feb,3.5833333333333335,18-20,1.4,2.1833333333333336,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,4.774444444444445,3.374444444444445
Stoneham,Jan,3.37,18-20,1.4,1.9700000000000002,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,4.774444444444445,3.374444444444445
Stoneham,Jul,2.53,18-20,1.4,1.13,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,4.774444444444445,3.374444444444445
Stoneham,Jun,2.541111111111111,18-20,1.4,1.141111111111111,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,4.774444444444445,3.374444444444445
Stoneham,Mar,4.341111111111111,18-20,1.4,2.9411111111111112,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,4.774444444444445,3.374444444444445
Stoneham,May,3.3355555555555556,18-20,1.4,1.9355555555555557,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,4.774444444444445,3.374444444444445
Stoneham,Nov,4.774444444444445,18-20,1.4,3.374444444444445,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,4.774444444444445,3.374444444444445
Stoneham,Oct,2.637777777777778,18-20,1.4,1.237777777777778,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,4.774444444444445,3.374444444444445
Stoneham,Sep,2.48,18-20,1.4,1.08,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,4.774444444444445,3.374444444444445
Stoughton,Apr,4.644444444444444,18-20,1.4,3.244444444444444,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,4.756666666666667,3.356666666666667
Stoughton,Aug,1.8933333333333333,18-20,1.4,0.4933333333333334,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,4.756666666666667,3.356666666666667
Stoughton,Dec,4.023333333333333,18-20,1.4,2.6233333333333335,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,4.756666666666667,3.356666666666667
Stoughton,Feb,3.921111111111111,18-20,1.4,2.5211111111111113,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,4.756666666666667,3.356666666666667
Stoughton,Jan,3.8922222222222222,18-20,1.4,2.4922222222222223,FY22,Baseline FY22 w/ 3yr av for CY20,FALSE,4.756666666666667,3.356666666666667
