community,month,monthlyav,year,Sani_Q,av_II_Q,FY,desc,actual,max_MGD,max_II_Q
Lexington,Jun,4.46,17-19,2.2,2.26,FY21,FY21 Actuals,TRUE,8.373333333333335,6.173333333333335
Lexington,Mar,7.096666666666667,17-19,2.2,4.8966666666666665,FY21,FY21 Actuals,TRUE,8.373333333333335,6.173333333333335
Lexington,May,6.433333333333334,17-19,2.2,4.233333333333333,FY21,FY21 Actuals,TRUE,8.373333333333335,6.173333333333335
Lexington,Nov,5.85,17-19,2.2,3.6499999999999995,FY21,FY21 Actuals,TRUE,8.373333333333335,6.173333333333335
Lexington,Oct,3.636666666666667,17-19,2.2,1.436666666666667,FY21,FY21 Actuals,TRUE,8.373333333333335,6.173333333333335
Lexington,Sep,3.3733333333333335,17-19,2.2,1.1733333333333333,FY21,FY21 Actuals,TRUE,8.373333333333335,6.173333333333335
Malden,Apr,11.396666666666667,17-19,4.9,6.496666666666666,FY21,FY21 Actuals,TRUE,11.396666666666667,6.496666666666666
Malden,Aug,7.16,17-19,4.9,2.26,FY21,FY21 Actuals,TRUE,11.396666666666667,6.496666666666666
Malden,Dec,9.8,17-19,4.9,4.9,FY21,FY21 Actuals,TRUE,11.396666666666667,6.496666666666666
Malden,Feb,10.28,17-19,4.9,5.379999999999999,FY21,FY21 Actuals,TRUE,11.396666666666667,6.496666666666666
Malden,Jan,9.846666666666666,17-19,4.9,4.946666666666665,FY21,FY21 Actuals,TRUE,11.396666666666667,6.496666666666666
Malden,Jul,7.4366666666666665,17-19,4.9,2.536666666666666,FY21,FY21 Actuals,TRUE,11.396666666666667,6.496666666666666
Malden,Jun,7.996666666666666,17-19,4.9,3.096666666666666,FY21,FY21 Actuals,TRUE,11.396666666666667,6.496666666666666
Malden,Mar,10.836666666666666,17-19,4.9,5.936666666666666,FY21,FY21 Actuals,TRUE,11.396666666666667,6.496666666666666
Malden,May,9.123333333333333,17-19,4.9,4.223333333333333,FY21,FY21 Actuals,TRUE,11.396666666666667,6.496666666666666
Malden,Nov,10.203333333333333,17-19,4.9,5.303333333333333,FY21,FY21 Actuals,TRUE,11.396666666666667,6.496666666666666
Malden,Oct,7.216666666666667,17-19,4.9,2.3166666666666664,FY21,FY21 Actuals,TRUE,11.396666666666667,6.496666666666666
Malden,Sep,6.756666666666666,17-19,4.9,1.8566666666666656,FY21,FY21 Actuals,TRUE,11.396666666666667,6.496666666666666
Medford,Apr,11.076666666666666,17-19,4.2,6.876666666666666,FY21,FY21 Actuals,TRUE,11.076666666666666,6.876666666666666
Medford,Aug,6.03,17-19,4.2,1.83,FY21,FY21 Actuals,TRUE,11.076666666666666,6.876666666666666
Medford,Dec,8.536666666666667,17-19,4.2,4.336666666666667,FY21,FY21 Actuals,TRUE,11.076666666666666,6.876666666666666
Medford,Feb,8.5,17-19,4.2,4.3,FY21,FY21 Actuals,TRUE,11.076666666666666,6.876666666666666
Medford,Jan,8.280000000000001,17-19,4.2,4.080000000000001,FY21,FY21 Actuals,TRUE,11.076666666666666,6.876666666666666
Medford,Jul,6.176666666666667,17-19,4.2,1.9766666666666666,FY21,FY21 Actuals,TRUE,11.076666666666666,6.876666666666666
Medford,Jun,6.586666666666667,17-19,4.2,2.3866666666666667,FY21,FY21 Actuals,TRUE,11.076666666666666,6.876666666666666
Medford,Mar,9.583333333333334,17-19,4.2,5.383333333333334,FY21,FY21 Actuals,TRUE,11.076666666666666,6.876666666666666
Medford,May,7.913333333333334,17-19,4.2,3.713333333333334,FY21,FY21 Actuals,TRUE,11.076666666666666,6.876666666666666
Medford,Nov,9.163333333333334,17-19,4.2,4.963333333333334,FY21,FY21 Actuals,TRUE,11.076666666666666,6.876666666666666
Medford,Oct,6.296666666666667,17-19,4.2,2.0966666666666667,FY21,FY21 Actuals,TRUE,11.076666666666666,6.876666666666666
Medford,Sep,5.91,17-19,4.2,1.71,FY21,FY21 Actuals,TRUE,11.076666666666666,6.876666666666666
Melrose,Apr,6.783333333333333,17-19,1.8,4.983333333333333,FY21,FY21 Actuals,TRUE,6.783333333333333,4.983333333333333
Melrose,Aug,2.9000000000000004,17-19,1.8,1.1000000000000003,FY21,FY21 Actuals,TRUE,6.783333333333333,4.983333333333333
Melrose,Dec,5.376666666666667,17-19,1.8,3.576666666666667,FY21,FY21 Actuals,TRUE,6.783333333333333,4.983333333333333
Melrose,Feb,5.346666666666667,17-19,1.8,3.546666666666667,FY21,FY21 Actuals,TRUE,6.783333333333333,4.983333333333333
Melrose,Jan,5.163333333333333,17-19,1.8,3.3633333333333333,FY21,FY21 Actuals,TRUE,6.783333333333333,4.983333333333333
Melrose,Jul,3.11,17-19,1.8,1.3099999999999998,FY21,FY21 Actuals,TRUE,6.783333333333333,4.983333333333333
Melrose,Jun,3.7133333333333334,17-19,1.8,1.9133333333333333,FY21,FY21 Actuals,TRUE,6.783333333333333,4.983333333333333
Melrose,Mar,5.723333333333334,17-19,1.8,3.923333333333334,FY21,FY21 Actuals,TRUE,6.783333333333333,4.983333333333333
Melrose,May,4.75,17-19,1.8,2.95,FY21,FY21 Actuals,TRUE,6.783333333333333,4.983333333333333
Melrose,Nov,5.4766666666666675,17-19,1.8,3.6766666666666676,FY21,FY21 Actuals,TRUE,6.783333333333333,4.983333333333333
Melrose,Oct,3.1999999999999997,17-19,1.8,1.3999999999999997,FY21,FY21 Actuals,TRUE,6.783333333333333,4.983333333333333
Melrose,Sep,2.7866666666666666,17-19,1.8,0.9866666666666666,FY21,FY21 Actuals,TRUE,6.783333333333333,4.983333333333333
Milton,Apr,5.566666666666666,17-19,1.4,4.166666666666666,FY21,FY21 Actuals,TRUE,5.566666666666666,4.166666666666666
Milton,Aug,1.9566666666666668,17-19,1.4,0.5566666666666669,FY21,FY21 Actuals,TRUE,5.566666666666666,4.166666666666666
Milton,Dec,4.046666666666667,17-19,1.4,2.646666666666667,FY21,FY21 Actuals,TRUE,5.566666666666666,4.166666666666666
Milton,Feb,4.3133333333333335,17-19,1.4,2.9133333333333336,FY21,FY21 Actuals,TRUE,5.566666666666666,4.166666666666666
Milton,Jan,4.213333333333333,17-19,1.4,2.813333333333333,FY21,FY21 Actuals,TRUE,5.566666666666666,4.166666666666666
Milton,Jul,2.223333333333333,17-19,1.4,0.8233333333333333,FY21,FY21 Actuals,TRUE,5.566666666666666,4.166666666666666
Milton,Jun,2.8766666666666665,17-19,1.4,1.4766666666666666,FY21,FY21 Actuals,TRUE,5.566666666666666,4.166666666666666
Milton,Mar,4.946666666666667,17-19,1.4,3.5466666666666673,FY21,FY21 Actuals,TRUE,5.566666666666666,4.166666666666666
Milton,May,3.893333333333333,17-19,1.4,2.493333333333333,FY21,FY21 Actuals,TRUE,5.566666666666666,4.166666666666666
Milton,Nov,4.236666666666666,17-19,1.4,2.8366666666666664,FY21,FY21 Actuals,TRUE,5.566666666666666,4.166666666666666
Milton,Oct,2.4,17-19,1.4,1,FY21,FY21 Actuals,TRUE,5.566666666666666,4.166666666666666
Milton,Sep,1.9633333333333334,17-19,1.4,0.5633333333333335,FY21,FY21 Actuals,TRUE,5.566666666666666,4.166666666666666
Natick,Apr,4.113333333333333,17-19,1.8,2.3133333333333335,FY21,FY21 Actuals,TRUE,4.113333333333333,2.3133333333333335
Natick,Aug,2.296666666666667,17-19,1.8,0.4966666666666668,FY21,FY21 Actuals,TRUE,4.113333333333333,2.3133333333333335
Natick,Dec,3.1966666666666668,17-19,1.8,1.3966666666666667,FY21,FY21 Actuals,TRUE,4.113333333333333,2.3133333333333335
Natick,Feb,3.3066666666666666,17-19,1.8,1.5066666666666666,FY21,FY21 Actuals,TRUE,4.113333333333333,2.3133333333333335
Natick,Jan,3.243333333333333,17-19,1.8,1.4433333333333331,FY21,FY21 Actuals,TRUE,4.113333333333333,2.3133333333333335
Natick,Jul,2.34,17-19,1.8,0.5399999999999998,FY21,FY21 Actuals,TRUE,4.113333333333333,2.3133333333333335
Natick,Jun,2.7,17-19,1.8,0.9000000000000001,FY21,FY21 Actuals,TRUE,4.113333333333333,2.3133333333333335
Natick,Mar,3.62,17-19,1.8,1.82,FY21,FY21 Actuals,TRUE,4.113333333333333,2.3133333333333335
Natick,May,3.26,17-19,1.8,1.4599999999999997,FY21,FY21 Actuals,TRUE,4.113333333333333,2.3133333333333335
Natick,Nov,3.1166666666666667,17-19,1.8,1.3166666666666667,FY21,FY21 Actuals,TRUE,4.113333333333333,2.3133333333333335
Natick,Oct,2.3,17-19,1.8,0.4999999999999998,FY21,FY21 Actuals,TRUE,4.113333333333333,2.3133333333333335
Natick,Sep,2.1933333333333334,17-19,1.8,0.3933333333333333,FY21,FY21 Actuals,TRUE,4.113333333333333,2.3133333333333335
Needham,Apr,5.873333333333333,17-19,1.9,3.973333333333333,FY21,FY21 Actuals,TRUE,5.873333333333333,3.973333333333333
Needham,Aug,2.7266666666666666,17-19,1.9,0.8266666666666667,FY21,FY21 Actuals,TRUE,5.873333333333333,3.973333333333333
Needham,Dec,4.27,17-19,1.9,2.3699999999999997,FY21,FY21 Actuals,TRUE,5.873333333333333,3.973333333333333
Needham,Feb,4.36,17-19,1.9,2.4600000000000004,FY21,FY21 Actuals,TRUE,5.873333333333333,3.973333333333333
Needham,Jan,4.423333333333334,17-19,1.9,2.523333333333334,FY21,FY21 Actuals,TRUE,5.873333333333333,3.973333333333333
Needham,Jul,2.8666666666666667,17-19,1.9,0.9666666666666668,FY21,FY21 Actuals,TRUE,5.873333333333333,3.973333333333333
Needham,Jun,3.4699999999999998,17-19,1.9,1.5699999999999998,FY21,FY21 Actuals,TRUE,5.873333333333333,3.973333333333333
Needham,Mar,5.01,17-19,1.9,3.11,FY21,FY21 Actuals,TRUE,5.873333333333333,3.973333333333333
Needham,May,4.446666666666667,17-19,1.9,2.5466666666666673,FY21,FY21 Actuals,TRUE,5.873333333333333,3.973333333333333
Needham,Nov,4.516666666666667,17-19,1.9,2.6166666666666667,FY21,FY21 Actuals,TRUE,5.873333333333333,3.973333333333333
Needham,Oct,3,17-19,1.9,1.1,FY21,FY21 Actuals,TRUE,5.873333333333333,3.973333333333333
Needham,Sep,2.66,17-19,1.9,0.7600000000000002,FY21,FY21 Actuals,TRUE,5.873333333333333,3.973333333333333
Newton,Apr,23.78,17-19,7.8,15.98,FY21,FY21 Actuals,TRUE,23.78,15.98
Newton,Aug,10.143333333333333,17-19,7.8,2.343333333333333,FY21,FY21 Actuals,TRUE,23.78,15.98
Newton,Dec,16.683333333333334,17-19,7.8,8.883333333333333,FY21,FY21 Actuals,TRUE,23.78,15.98
Newton,Feb,17.656666666666666,17-19,7.8,9.856666666666666,FY21,FY21 Actuals,TRUE,23.78,15.98
Newton,Jan,17.189999999999998,17-19,7.8,9.389999999999997,FY21,FY21 Actuals,TRUE,23.78,15.98
Newton,Jul,10.813333333333334,17-19,7.8,3.0133333333333345,FY21,FY21 Actuals,TRUE,23.78,15.98
Newton,Jun,13.26,17-19,7.8,5.46,FY21,FY21 Actuals,TRUE,23.78,15.98
Newton,Mar,19.956666666666667,17-19,7.8,12.156666666666666,FY21,FY21 Actuals,TRUE,23.78,15.98
Newton,May,17.343333333333334,17-19,7.8,9.543333333333333,FY21,FY21 Actuals,TRUE,23.78,15.98
Newton,Nov,16.846666666666668,17-19,7.8,9.046666666666667,FY21,FY21 Actuals,TRUE,23.78,15.98
Newton,Oct,10.533333333333333,17-19,7.8,2.7333333333333334,FY21,FY21 Actuals,TRUE,23.78,15.98
Newton,Sep,9.443333333333333,17-19,7.8,1.6433333333333335,FY21,FY21 Actuals,TRUE,23.78,15.98
Norwood,Apr,8.813333333333333,17-19,2.4,6.413333333333332,FY21,FY21 Actuals,TRUE,8.813333333333333,6.413333333333332
Norwood,Aug,4.096666666666667,17-19,2.4,1.6966666666666668,FY21,FY21 Actuals,TRUE,8.813333333333333,6.413333333333332
Norwood,Dec,7.01,17-19,2.4,4.609999999999999,FY21,FY21 Actuals,TRUE,8.813333333333333,6.413333333333332
Norwood,Feb,7.053333333333333,17-19,2.4,4.653333333333332,FY21,FY21 Actuals,TRUE,8.813333333333333,6.413333333333332
Norwood,Jan,7.153333333333333,17-19,2.4,4.753333333333334,FY21,FY21 Actuals,TRUE,8.813333333333333,6.413333333333332
Norwood,Jul,4.55,17-19,2.4,2.15,FY21,FY21 Actuals,TRUE,8.813333333333333,6.413333333333332
Norwood,Jun,5.593333333333334,17-19,2.4,3.193333333333334,FY21,FY21 Actuals,TRUE,8.813333333333333,6.413333333333332
Norwood,Mar,8.280000000000001,17-19,2.4,5.880000000000001,FY21,FY21 Actuals,TRUE,8.813333333333333,6.413333333333332
Norwood,May,6.593333333333334,17-19,2.4,4.193333333333333,FY21,FY21 Actuals,TRUE,8.813333333333333,6.413333333333332
Norwood,Nov,7.390000000000001,17-19,2.4,4.99,FY21,FY21 Actuals,TRUE,8.813333333333333,6.413333333333332
Norwood,Oct,4.976666666666667,17-19,2.4,2.5766666666666667,FY21,FY21 Actuals,TRUE,8.813333333333333,6.413333333333332
Norwood,Sep,4.476666666666667,17-19,2.4,2.0766666666666667,FY21,FY21 Actuals,TRUE,8.813333333333333,6.413333333333332
Quincy,Apr,18.076666666666664,17-19,8.2,9.876666666666665,FY21,FY21 Actuals,TRUE,18.076666666666664,9.876666666666665
Quincy,Aug,10.853333333333333,17-19,8.2,2.653333333333334,FY21,FY21 Actuals,TRUE,18.076666666666664,9.876666666666665
Quincy,Dec,14.36,17-19,8.2,6.16,FY21,FY21 Actuals,TRUE,18.076666666666664,9.876666666666665
Quincy,Feb,15.106666666666667,17-19,8.2,6.906666666666668,FY21,FY21 Actuals,TRUE,18.076666666666664,9.876666666666665
Quincy,Jan,15.013333333333334,17-19,8.2,6.813333333333334,FY21,FY21 Actuals,TRUE,18.076666666666664,9.876666666666665
Quincy,Jul,11.966666666666667,17-19,8.2,3.7666666666666675,FY21,FY21 Actuals,TRUE,18.076666666666664,9.876666666666665
Quincy,Jun,12.95,17-19,8.2,4.75,FY21,FY21 Actuals,TRUE,18.076666666666664,9.876666666666665
Quincy,Mar,17.1,17-19,8.2,8.900000000000002,FY21,FY21 Actuals,TRUE,18.076666666666664,9.876666666666665
Quincy,May,14.566666666666666,17-19,8.2,6.366666666666667,FY21,FY21 Actuals,TRUE,18.076666666666664,9.876666666666665
Quincy,Nov,15.253333333333334,17-19,8.2,7.053333333333335,FY21,FY21 Actuals,TRUE,18.076666666666664,9.876666666666665
Quincy,Oct,11.553333333333333,17-19,8.2,3.3533333333333335,FY21,FY21 Actuals,TRUE,18.076666666666664,9.876666666666665
Quincy,Sep,10.516666666666667,17-19,8.2,2.316666666666668,FY21,FY21 Actuals,TRUE,18.076666666666664,9.876666666666665
Randolph,Apr,5.413333333333333,17-19,1.9,3.513333333333333,FY21,FY21 Actuals,TRUE,5.49,3.5900000000000003
Randolph,Aug,2.52,17-19,1.9,0.6200000000000001,FY21,FY21 Actuals,TRUE,5.49,3.5900000000000003
Randolph,Dec,4.363333333333333,17-19,1.9,2.4633333333333334,FY21,FY21 Actuals,TRUE,5.49,3.5900000000000003
Randolph,Feb,4.69,17-19,1.9,2.7900000000000005,FY21,FY21 Actuals,TRUE,5.49,3.5900000000000003
Randolph,Jan,4.653333333333333,17-19,1.9,2.7533333333333334,FY21,FY21 Actuals,TRUE,5.49,3.5900000000000003
Randolph,Jul,2.876666666666667,17-19,1.9,0.976666666666667,FY21,FY21 Actuals,TRUE,5.49,3.5900000000000003
Randolph,Jun,3.566666666666667,17-19,1.9,1.666666666666667,FY21,FY21 Actuals,TRUE,5.49,3.5900000000000003
Randolph,Mar,5.49,17-19,1.9,3.5900000000000003,FY21,FY21 Actuals,TRUE,5.49,3.5900000000000003
Randolph,May,4.166666666666667,17-19,1.9,2.266666666666667,FY21,FY21 Actuals,TRUE,5.49,3.5900000000000003
Randolph,Nov,4.359999999999999,17-19,1.9,2.4599999999999995,FY21,FY21 Actuals,TRUE,5.49,3.5900000000000003
Randolph,Oct,3.03,17-19,1.9,1.13,FY21,FY21 Actuals,TRUE,5.49,3.5900000000000003
Randolph,Sep,2.5866666666666664,17-19,1.9,0.6866666666666665,FY21,FY21 Actuals,TRUE,5.49,3.5900000000000003
Reading,Apr,4.9366666666666665,17-19,1.3,3.6366666666666667,FY21,FY21 Actuals,TRUE,4.9366666666666665,3.6366666666666667
Reading,Aug,1.9633333333333334,17-19,1.3,0.6633333333333333,FY21,FY21 Actuals,TRUE,4.9366666666666665,3.6366666666666667
Reading,Dec,3.3633333333333333,17-19,1.3,2.0633333333333335,FY21,FY21 Actuals,TRUE,4.9366666666666665,3.6366666666666667
Reading,Feb,3.756666666666667,17-19,1.3,2.456666666666667,FY21,FY21 Actuals,TRUE,4.9366666666666665,3.6366666666666667
Reading,Jan,3.54,17-19,1.3,2.24,FY21,FY21 Actuals,TRUE,4.9366666666666665,3.6366666666666667
Reading,Jul,2.0900000000000003,17-19,1.3,0.7900000000000003,FY21,FY21 Actuals,TRUE,4.9366666666666665,3.6366666666666667
Reading,Jun,2.836666666666667,17-19,1.3,1.5366666666666668,FY21,FY21 Actuals,TRUE,4.9366666666666665,3.6366666666666667
Reading,Mar,4.39,17-19,1.3,3.09,FY21,FY21 Actuals,TRUE,4.9366666666666665,3.6366666666666667
Reading,May,3.8,17-19,1.3,2.5,FY21,FY21 Actuals,TRUE,4.9366666666666665,3.6366666666666667
Reading,Nov,3.3833333333333333,17-19,1.3,2.083333333333333,FY21,FY21 Actuals,TRUE,4.9366666666666665,3.6366666666666667
Reading,Oct,2.1633333333333336,17-19,1.3,0.8633333333333335,FY21,FY21 Actuals,TRUE,4.9366666666666665,3.6366666666666667
Reading,Sep,1.9666666666666668,17-19,1.3,0.6666666666666667,FY21,FY21 Actuals,TRUE,4.9366666666666665,3.6366666666666667
Revere,Apr,8.263333333333334,17-19,3.5,4.763333333333334,FY21,FY21 Actuals,TRUE,8.263333333333334,4.763333333333334
Revere,Aug,5.306666666666667,17-19,3.5,1.8066666666666666,FY21,FY21 Actuals,TRUE,8.263333333333334,4.763333333333334
Revere,Dec,7.086666666666667,17-19,3.5,3.586666666666667,FY21,FY21 Actuals,TRUE,8.263333333333334,4.763333333333334
Revere,Feb,7.223333333333334,17-19,3.5,3.7233333333333336,FY21,FY21 Actuals,TRUE,8.263333333333334,4.763333333333334
Revere,Jan,7.1433333333333335,17-19,3.5,3.6433333333333335,FY21,FY21 Actuals,TRUE,8.263333333333334,4.763333333333334
Revere,Jul,5.803333333333334,17-19,3.5,2.3033333333333337,FY21,FY21 Actuals,TRUE,8.263333333333334,4.763333333333334
Revere,Jun,5.913333333333334,17-19,3.5,2.413333333333334,FY21,FY21 Actuals,TRUE,8.263333333333334,4.763333333333334
Revere,Mar,7.486666666666667,17-19,3.5,3.9866666666666672,FY21,FY21 Actuals,TRUE,8.263333333333334,4.763333333333334
Revere,May,6.65,17-19,3.5,3.1500000000000004,FY21,FY21 Actuals,TRUE,8.263333333333334,4.763333333333334
Revere,Nov,7.643333333333334,17-19,3.5,4.143333333333334,FY21,FY21 Actuals,TRUE,8.263333333333334,4.763333333333334
Revere,Oct,6.073333333333334,17-19,3.5,2.573333333333334,FY21,FY21 Actuals,TRUE,8.263333333333334,4.763333333333334
Revere,Sep,5.216666666666667,17-19,3.5,1.7166666666666668,FY21,FY21 Actuals,TRUE,8.263333333333334,4.763333333333334
Somerville,Apr,14.319999999999999,17-19,5.5,8.819999999999999,FY21,FY21 Actuals,TRUE,14.319999999999999,8.819999999999999
Somerville,Aug,8.786666666666667,17-19,5.5,3.286666666666667,FY21,FY21 Actuals,TRUE,14.319999999999999,8.819999999999999
Somerville,Dec,10.200000000000001,17-19,5.5,4.700000000000001,FY21,FY21 Actuals,TRUE,14.319999999999999,8.819999999999999
Somerville,Feb,11.113333333333333,17-19,5.5,5.613333333333333,FY21,FY21 Actuals,TRUE,14.319999999999999,8.819999999999999
Somerville,Jan,11.096666666666668,17-19,5.5,5.596666666666668,FY21,FY21 Actuals,TRUE,14.319999999999999,8.819999999999999
Somerville,Jul,9.47,17-19,5.5,3.9700000000000006,FY21,FY21 Actuals,TRUE,14.319999999999999,8.819999999999999
Somerville,Jun,9.066666666666666,17-19,5.5,3.5666666666666664,FY21,FY21 Actuals,TRUE,14.319999999999999,8.819999999999999
Somerville,Mar,11.926666666666668,17-19,5.5,6.426666666666668,FY21,FY21 Actuals,TRUE,14.319999999999999,8.819999999999999
Somerville,May,9.81,17-19,5.5,4.3100000000000005,FY21,FY21 Actuals,TRUE,14.319999999999999,8.819999999999999
Somerville,Nov,11.096666666666668,17-19,5.5,5.596666666666668,FY21,FY21 Actuals,TRUE,14.319999999999999,8.819999999999999
Somerville,Oct,10.286666666666667,17-19,5.5,4.786666666666667,FY21,FY21 Actuals,TRUE,14.319999999999999,8.819999999999999
Somerville,Sep,8.406666666666666,17-19,5.5,2.9066666666666663,FY21,FY21 Actuals,TRUE,14.319999999999999,8.819999999999999
Stoneham,Apr,4.6,17-19,1.4,3.1999999999999997,FY21,FY21 Actuals,TRUE,4.6,3.1999999999999997
Stoneham,Aug,2.3066666666666666,17-19,1.4,0.9066666666666667,FY21,FY21 Actuals,TRUE,4.6,3.1999999999999997
Stoneham,Dec,4.140000000000001,17-19,1.4,2.7400000000000007,FY21,FY21 Actuals,TRUE,4.6,3.1999999999999997
Stoneham,Feb,3.54,17-19,1.4,2.14,FY21,FY21 Actuals,TRUE,4.6,3.1999999999999997
Stoneham,Jan,3.41,17-19,1.4,2.0100000000000002,FY21,FY21 Actuals,TRUE,4.6,3.1999999999999997
Stoneham,Jul,2.36,17-19,1.4,0.96,FY21,FY21 Actuals,TRUE,4.6,3.1999999999999997
Stoneham,Jun,2.663333333333333,17-19,1.4,1.2633333333333332,FY21,FY21 Actuals,TRUE,4.6,3.1999999999999997
Stoneham,Mar,4.093333333333334,17-19,1.4,2.693333333333334,FY21,FY21 Actuals,TRUE,4.6,3.1999999999999997
Stoneham,May,3.4366666666666665,17-19,1.4,2.0366666666666666,FY21,FY21 Actuals,TRUE,4.6,3.1999999999999997
Stoneham,Nov,4.163333333333334,17-19,1.4,2.763333333333334,FY21,FY21 Actuals,TRUE,4.6,3.1999999999999997
Stoneham,Oct,2.4433333333333334,17-19,1.4,1.0433333333333334,FY21,FY21 Actuals,TRUE,4.6,3.1999999999999997
Stoneham,Sep,2.2800000000000002,17-19,1.4,0.8800000000000003,FY21,FY21 Actuals,TRUE,4.6,3.1999999999999997
Stoughton,Apr,4.713333333333333,17-19,1.4,3.313333333333333,FY21,FY21 Actuals,TRUE,4.713333333333333,3.313333333333333
Stoughton,Aug,1.92,17-19,1.4,0.52,FY21,FY21 Actuals,TRUE,4.713333333333333,3.313333333333333
Stoughton,Dec,3.65,17-19,1.4,2.25,FY21,FY21 Actuals,TRUE,4.713333333333333,3.313333333333333
Stoughton,Feb,3.8033333333333337,17-19,1.4,2.4033333333333338,FY21,FY21 Actuals,TRUE,4.713333333333333,3.313333333333333
Stoughton,Jan,3.7266666666666666,17-19,1.4,2.3266666666666667,FY21,FY21 Actuals,TRUE,4.713333333333333,3.313333333333333
Stoughton,Jul,2.2833333333333337,17-19,1.4,0.8833333333333337,FY21,FY21 Actuals,TRUE,4.713333333333333,3.313333333333333
Stoughton,Jun,2.8866666666666667,17-19,1.4,1.4866666666666668,FY21,FY21 Actuals,TRUE,4.713333333333333,3.313333333333333
Stoughton,Mar,4.41,17-19,1.4,3.0100000000000002,FY21,FY21 Actuals,TRUE,4.713333333333333,3.313333333333333
Stoughton,May,3.7,17-19,1.4,2.3000000000000003,FY21,FY21 Actuals,TRUE,4.713333333333333,3.313333333333333
Stoughton,Nov,3.5733333333333333,17-19,1.4,2.1733333333333333,FY21,FY21 Actuals,TRUE,4.713333333333333,3.313333333333333
Stoughton,Oct,2.466666666666667,17-19,1.4,1.0666666666666669,FY21,FY21 Actuals,TRUE,4.713333333333333,3.313333333333333
Stoughton,Sep,2.0300000000000002,17-19,1.4,0.6300000000000003,FY21,FY21 Actuals,TRUE,4.713333333333333,3.313333333333333
Wakefield,Apr,7,17-19,1.5,5.5,FY21,FY21 Actuals,TRUE,7,5.5
Wakefield,Aug,3.0000000000000004,17-19,1.5,1.5000000000000004,FY21,FY21 Actuals,TRUE,7,5.5
Wakefield,Dec,4.983333333333333,17-19,1.5,3.4833333333333334,FY21,FY21 Actuals,TRUE,7,5.5
Wakefield,Feb,5.326666666666667,17-19,1.5,3.826666666666667,FY21,FY21 Actuals,TRUE,7,5.5
Wakefield,Jan,4.883333333333334,17-19,1.5,3.3833333333333337,FY21,FY21 Actuals,TRUE,7,5.5
Wakefield,Jul,3.236666666666667,17-19,1.5,1.7366666666666668,FY21,FY21 Actuals,TRUE,7,5.5
Wakefield,Jun,3.8900000000000006,17-19,1.5,2.3900000000000006,FY21,FY21 Actuals,TRUE,7,5.5
Wakefield,Mar,6.0633333333333335,17-19,1.5,4.5633333333333335,FY21,FY21 Actuals,TRUE,7,5.5
Wakefield,May,5.276666666666667,17-19,1.5,3.7766666666666673,FY21,FY21 Actuals,TRUE,7,5.5
Wakefield,Nov,5.050000000000001,17-19,1.5,3.5500000000000007,FY21,FY21 Actuals,TRUE,7,5.5
Wakefield,Oct,3.046666666666667,17-19,1.5,1.5466666666666669,FY21,FY21 Actuals,TRUE,7,5.5
Wakefield,Sep,2.8033333333333332,17-19,1.5,1.3033333333333332,FY21,FY21 Actuals,TRUE,7,5.5
Walpole,Apr,2.933333333333333,17-19,1.2,1.7333333333333332,FY21,FY21 Actuals,TRUE,2.933333333333333,1.7333333333333332
Walpole,Aug,1.8766666666666667,17-19,1.2,0.6766666666666667,FY21,FY21 Actuals,TRUE,2.933333333333333,1.7333333333333332
Walpole,Dec,2.3666666666666667,17-19,1.2,1.1666666666666667,FY21,FY21 Actuals,TRUE,2.933333333333333,1.7333333333333332
Walpole,Feb,2.4166666666666665,17-19,1.2,1.2166666666666666,FY21,FY21 Actuals,TRUE,2.933333333333333,1.7333333333333332
Walpole,Jan,2.4499999999999997,17-19,1.2,1.2499999999999998,FY21,FY21 Actuals,TRUE,2.933333333333333,1.7333333333333332
Walpole,Jul,1.6833333333333333,17-19,1.2,0.4833333333333334,FY21,FY21 Actuals,TRUE,2.933333333333333,1.7333333333333332
Walpole,Jun,1.9766666666666666,17-19,1.2,0.7766666666666666,FY21,FY21 Actuals,TRUE,2.933333333333333,1.7333333333333332
Walpole,Mar,2.73,17-19,1.2,1.53,FY21,FY21 Actuals,TRUE,2.933333333333333,1.7333333333333332
Walpole,May,2.5233333333333334,17-19,1.2,1.3233333333333335,FY21,FY21 Actuals,TRUE,2.933333333333333,1.7333333333333332
Walpole,Nov,2.48,17-19,1.2,1.28,FY21,FY21 Actuals,TRUE,2.933333333333333,1.7333333333333332
Walpole,Oct,1.9,17-19,1.2,0.7,FY21,FY21 Actuals,TRUE,2.933333333333333,1.7333333333333332
Walpole,Sep,1.7,17-19,1.2,0.5,FY21,FY21 Actuals,TRUE,2.933333333333333,1.7333333333333332
Waltham,Apr,12.58,17-19,5.6,6.98,FY21,FY21 Actuals,TRUE,12.58,6.98
Waltham,Aug,7.293333333333333,17-19,5.6,1.6933333333333334,FY21,FY21 Actuals,TRUE,12.58,6.98
Waltham,Dec,9.716666666666667,17-19,5.6,4.116666666666667,FY21,FY21 Actuals,TRUE,12.58,6.98
Waltham,Feb,10.33,17-19,5.6,4.73,FY21,FY21 Actuals,TRUE,12.58,6.98
Waltham,Jan,10.006666666666668,17-19,5.6,4.406666666666668,FY21,FY21 Actuals,TRUE,12.58,6.98
Waltham,Jul,7.9,17-19,5.6,2.3000000000000007,FY21,FY21 Actuals,TRUE,12.58,6.98
