community,month,monthlyav,year,Sani_Q,II_Q,FY,CY20_meth,actual
Natick,Jan,3.221111111111111,18-20,1.8,1.421111111111111,FY22,3yr ave (2019x2),FALSE
Natick,Jul,2.4266666666666667,18-20,1.8,0.6266666666666667,FY22,3yr ave (2019x2),FALSE
Natick,Jun,2.566666666666667,18-20,1.8,0.7666666666666668,FY22,3yr ave (2019x2),FALSE
Natick,Mar,3.8533333333333335,18-20,1.8,2.0533333333333337,FY22,3yr ave (2019x2),FALSE
Natick,May,3.27,18-20,1.8,1.47,FY22,3yr ave (2019x2),FALSE
Natick,Nov,3.4522222222222223,18-20,1.8,1.6522222222222223,FY22,3yr ave (2019x2),FALSE
Natick,Oct,2.4366666666666665,18-20,1.8,0.6366666666666665,FY22,3yr ave (2019x2),FALSE
Natick,Sep,2.2911111111111113,18-20,1.8,0.4911111111111113,FY22,3yr ave (2019x2),FALSE
Needham,Apr,5.484444444444445,18-20,1.9,3.5844444444444448,FY22,3yr ave (2019x2),FALSE
Needham,Aug,2.862222222222222,18-20,1.9,0.9622222222222221,FY22,3yr ave (2019x2),FALSE
Needham,Dec,4.736666666666666,18-20,1.9,2.8366666666666664,FY22,3yr ave (2019x2),FALSE
Needham,Feb,4.446666666666667,18-20,1.9,2.5466666666666673,FY22,3yr ave (2019x2),FALSE
Needham,Jan,4.374444444444444,18-20,1.9,2.4744444444444444,FY22,3yr ave (2019x2),FALSE
Needham,Jul,2.9455555555555555,18-20,1.9,1.0455555555555556,FY22,3yr ave (2019x2),FALSE
Needham,Jun,3.2866666666666666,18-20,1.9,1.3866666666666667,FY22,3yr ave (2019x2),FALSE
Needham,Mar,5.343333333333334,18-20,1.9,3.443333333333334,FY22,3yr ave (2019x2),FALSE
Needham,May,4.392222222222222,18-20,1.9,2.4922222222222223,FY22,3yr ave (2019x2),FALSE
Needham,Nov,5.028888888888889,18-20,1.9,3.128888888888889,FY22,3yr ave (2019x2),FALSE
Needham,Oct,3.2,18-20,1.9,1.3000000000000003,FY22,3yr ave (2019x2),FALSE
Needham,Sep,2.7733333333333334,18-20,1.9,0.8733333333333335,FY22,3yr ave (2019x2),FALSE
Newton,Apr,22.166666666666668,18-20,7.8,14.366666666666667,FY22,3yr ave (2019x2),FALSE
Newton,Aug,10.457777777777778,18-20,7.8,2.6577777777777785,FY22,3yr ave (2019x2),FALSE
Newton,Dec,18.857777777777777,18-20,7.8,11.057777777777776,FY22,3yr ave (2019x2),FALSE
Newton,Feb,17.538888888888888,18-20,7.8,9.738888888888887,FY22,3yr ave (2019x2),FALSE
Newton,Jan,16.69333333333333,18-20,7.8,8.89333333333333,FY22,3yr ave (2019x2),FALSE
Newton,Jul,10.754444444444445,18-20,7.8,2.9544444444444453,FY22,3yr ave (2019x2),FALSE
Newton,Jun,12.39,18-20,7.8,4.590000000000001,FY22,3yr ave (2019x2),FALSE
Newton,Mar,20.75888888888889,18-20,7.8,12.95888888888889,FY22,3yr ave (2019x2),FALSE
Newton,May,17.337777777777777,18-20,7.8,9.537777777777777,FY22,3yr ave (2019x2),FALSE
Newton,Nov,18.93888888888889,18-20,7.8,11.13888888888889,FY22,3yr ave (2019x2),FALSE
Newton,Oct,11.064444444444444,18-20,7.8,3.264444444444444,FY22,3yr ave (2019x2),FALSE
Newton,Sep,9.677777777777777,18-20,7.8,1.8777777777777773,FY22,3yr ave (2019x2),FALSE
Norwood,Apr,8.444444444444445,18-20,2.4,6.044444444444444,FY22,3yr ave (2019x2),FALSE
Norwood,Aug,4.098888888888888,18-20,2.4,1.6988888888888884,FY22,3yr ave (2019x2),FALSE
Norwood,Dec,7.663333333333333,18-20,2.4,5.263333333333334,FY22,3yr ave (2019x2),FALSE
Norwood,Feb,7.2877777777777775,18-20,2.4,4.887777777777778,FY22,3yr ave (2019x2),FALSE
Norwood,Jan,7.477777777777778,18-20,2.4,5.0777777777777775,FY22,3yr ave (2019x2),FALSE
Norwood,Jul,4.51,18-20,2.4,2.11,FY22,3yr ave (2019x2),FALSE
Norwood,Jun,5.264444444444445,18-20,2.4,2.864444444444445,FY22,3yr ave (2019x2),FALSE
Norwood,Mar,8.956666666666667,18-20,2.4,6.556666666666667,FY22,3yr ave (2019x2),FALSE
Norwood,May,6.504444444444445,18-20,2.4,4.104444444444445,FY22,3yr ave (2019x2),FALSE
Norwood,Nov,8.123333333333333,18-20,2.4,5.723333333333333,FY22,3yr ave (2019x2),FALSE
Norwood,Oct,5.262222222222222,18-20,2.4,2.8622222222222224,FY22,3yr ave (2019x2),FALSE
Norwood,Sep,4.655555555555555,18-20,2.4,2.255555555555555,FY22,3yr ave (2019x2),FALSE
Quincy,Apr,17.23222222222222,18-20,8.2,9.03222222222222,FY22,3yr ave (2019x2),FALSE
Quincy,Aug,10.937777777777779,18-20,8.2,2.7377777777777794,FY22,3yr ave (2019x2),FALSE
Quincy,Dec,15.62,18-20,8.2,7.42,FY22,3yr ave (2019x2),FALSE
Quincy,Feb,15.265555555555556,18-20,8.2,7.065555555555557,FY22,3yr ave (2019x2),FALSE
Quincy,Jan,15.227777777777778,18-20,8.2,7.027777777777779,FY22,3yr ave (2019x2),FALSE
Quincy,Jul,12.012222222222222,18-20,8.2,3.812222222222223,FY22,3yr ave (2019x2),FALSE
Quincy,Jun,12.423333333333334,18-20,8.2,4.2233333333333345,FY22,3yr ave (2019x2),FALSE
Quincy,Mar,18.293333333333333,18-20,8.2,10.093333333333334,FY22,3yr ave (2019x2),FALSE
Quincy,May,14.655555555555555,18-20,8.2,6.455555555555556,FY22,3yr ave (2019x2),FALSE
Quincy,Nov,16.614444444444445,18-20,8.2,8.414444444444445,FY22,3yr ave (2019x2),FALSE
Quincy,Oct,11.987777777777778,18-20,8.2,3.7877777777777784,FY22,3yr ave (2019x2),FALSE
Quincy,Sep,10.835555555555556,18-20,8.2,2.635555555555557,FY22,3yr ave (2019x2),FALSE
Randolph,Apr,5.0744444444444445,18-20,1.9,3.1744444444444446,FY22,3yr ave (2019x2),FALSE
Randolph,Aug,2.4233333333333333,18-20,1.9,0.5233333333333334,FY22,3yr ave (2019x2),FALSE
Randolph,Dec,4.687777777777778,18-20,1.9,2.787777777777778,FY22,3yr ave (2019x2),FALSE
Randolph,Feb,4.5600000000000005,18-20,1.9,2.6600000000000006,FY22,3yr ave (2019x2),FALSE
Randolph,Jan,4.611111111111111,18-20,1.9,2.711111111111111,FY22,3yr ave (2019x2),FALSE
Randolph,Jul,2.7255555555555557,18-20,1.9,0.8255555555555558,FY22,3yr ave (2019x2),FALSE
Randolph,Jun,3.2755555555555556,18-20,1.9,1.3755555555555556,FY22,3yr ave (2019x2),FALSE
Randolph,Mar,5.723333333333334,18-20,1.9,3.8233333333333337,FY22,3yr ave (2019x2),FALSE
Randolph,May,4.1288888888888895,18-20,1.9,2.2288888888888896,FY22,3yr ave (2019x2),FALSE
Randolph,Nov,4.673333333333333,18-20,1.9,2.773333333333333,FY22,3yr ave (2019x2),FALSE
Randolph,Oct,3.0933333333333333,18-20,1.9,1.1933333333333334,FY22,3yr ave (2019x2),FALSE
Randolph,Sep,2.5688888888888886,18-20,1.9,0.6688888888888886,FY22,3yr ave (2019x2),FALSE
Reading,Apr,4.765555555555555,18-20,1.3,3.4655555555555555,FY22,3yr ave (2019x2),FALSE
Reading,Aug,1.9844444444444445,18-20,1.3,0.6844444444444444,FY22,3yr ave (2019x2),FALSE
Reading,Dec,3.747777777777778,18-20,1.3,2.4477777777777776,FY22,3yr ave (2019x2),FALSE
Reading,Feb,3.7955555555555556,18-20,1.3,2.4955555555555557,FY22,3yr ave (2019x2),FALSE
Reading,Jan,3.48,18-20,1.3,2.1799999999999997,FY22,3yr ave (2019x2),FALSE
Reading,Jul,2.0133333333333336,18-20,1.3,0.7133333333333336,FY22,3yr ave (2019x2),FALSE
Reading,Jun,2.6988888888888893,18-20,1.3,1.3988888888888893,FY22,3yr ave (2019x2),FALSE
Reading,Mar,4.653333333333333,18-20,1.3,3.3533333333333335,FY22,3yr ave (2019x2),FALSE
Reading,May,3.8133333333333335,18-20,1.3,2.5133333333333336,FY22,3yr ave (2019x2),FALSE
Reading,Nov,3.801111111111111,18-20,1.3,2.5011111111111113,FY22,3yr ave (2019x2),FALSE
Reading,Oct,2.3144444444444447,18-20,1.3,1.0144444444444447,FY22,3yr ave (2019x2),FALSE
Reading,Sep,2.0422222222222226,18-20,1.3,0.7422222222222226,FY22,3yr ave (2019x2),FALSE
Revere,Apr,7.764444444444445,18-20,3.5,4.264444444444445,FY22,3yr ave (2019x2),FALSE
Revere,Aug,5.655555555555556,18-20,3.5,2.155555555555556,FY22,3yr ave (2019x2),FALSE
Revere,Dec,7.70888888888889,18-20,3.5,4.20888888888889,FY22,3yr ave (2019x2),FALSE
Revere,Feb,7.337777777777778,18-20,3.5,3.837777777777778,FY22,3yr ave (2019x2),FALSE
Revere,Jan,7.094444444444445,18-20,3.5,3.594444444444445,FY22,3yr ave (2019x2),FALSE
Revere,Jul,5.7811111111111115,18-20,3.5,2.2811111111111115,FY22,3yr ave (2019x2),FALSE
Revere,Jun,5.644444444444445,18-20,3.5,2.144444444444445,FY22,3yr ave (2019x2),FALSE
Revere,Mar,8.012222222222222,18-20,3.5,4.512222222222222,FY22,3yr ave (2019x2),FALSE
Revere,May,6.58,18-20,3.5,3.08,FY22,3yr ave (2019x2),FALSE
Revere,Nov,8.391111111111112,18-20,3.5,4.891111111111112,FY22,3yr ave (2019x2),FALSE
Revere,Oct,6.367777777777778,18-20,3.5,2.8677777777777784,FY22,3yr ave (2019x2),FALSE
Revere,Sep,5.485555555555556,18-20,3.5,1.985555555555556,FY22,3yr ave (2019x2),FALSE
Somerville,Apr,13.25,18-20,5.5,7.75,FY22,3yr ave (2019x2),FALSE
Somerville,Aug,9.462222222222222,18-20,5.5,3.9622222222222216,FY22,3yr ave (2019x2),FALSE
Somerville,Dec,10.9,18-20,5.5,5.4,FY22,3yr ave (2019x2),FALSE
Somerville,Feb,11.127777777777778,18-20,5.5,5.627777777777778,FY22,3yr ave (2019x2),FALSE
Somerville,Jan,10.755555555555556,18-20,5.5,5.255555555555556,FY22,3yr ave (2019x2),FALSE
Somerville,Jul,9.47,18-20,5.5,3.9700000000000006,FY22,3yr ave (2019x2),FALSE
Somerville,Jun,8.38888888888889,18-20,5.5,2.8888888888888893,FY22,3yr ave (2019x2),FALSE
Somerville,Mar,12.435555555555556,18-20,5.5,6.935555555555556,FY22,3yr ave (2019x2),FALSE
Somerville,May,9.25,18-20,5.5,3.75,FY22,3yr ave (2019x2),FALSE
Somerville,Nov,11.985555555555557,18-20,5.5,6.485555555555557,FY22,3yr ave (2019x2),FALSE
Somerville,Oct,10.498888888888889,18-20,5.5,4.998888888888889,FY22,3yr ave (2019x2),FALSE
Somerville,Sep,8.625555555555556,18-20,5.5,3.1255555555555556,FY22,3yr ave (2019x2),FALSE
Stoneham,Apr,4.453333333333333,18-20,1.4,3.0533333333333332,FY22,3yr ave (2019x2),FALSE
Stoneham,Aug,2.528888888888889,18-20,1.4,1.128888888888889,FY22,3yr ave (2019x2),FALSE
Stoneham,Dec,4.736666666666667,18-20,1.4,3.3366666666666673,FY22,3yr ave (2019x2),FALSE
Stoneham,Feb,3.5833333333333335,18-20,1.4,2.1833333333333336,FY22,3yr ave (2019x2),FALSE
Stoneham,Jan,3.37,18-20,1.4,1.9700000000000002,FY22,3yr ave (2019x2),FALSE
Stoneham,Jul,2.53,18-20,1.4,1.13,FY22,3yr ave (2019x2),FALSE
Stoneham,Jun,2.541111111111111,18-20,1.4,1.141111111111111,FY22,3yr ave (2019x2),FALSE
Stoneham,Mar,4.341111111111111,18-20,1.4,2.9411111111111112,FY22,3yr ave (2019x2),FALSE
Stoneham,May,3.3355555555555556,18-20,1.4,1.9355555555555557,FY22,3yr ave (2019x2),FALSE
Stoneham,Nov,4.774444444444445,18-20,1.4,3.374444444444445,FY22,3yr ave (2019x2),FALSE
Stoneham,Oct,2.637777777777778,18-20,1.4,1.237777777777778,FY22,3yr ave (2019x2),FALSE
Stoneham,Sep,2.48,18-20,1.4,1.08,FY22,3yr ave (2019x2),FALSE
Stoughton,Apr,4.644444444444444,18-20,1.4,3.244444444444444,FY22,3yr ave (2019x2),FALSE
Stoughton,Aug,1.8933333333333333,18-20,1.4,0.4933333333333334,FY22,3yr ave (2019x2),FALSE
Stoughton,Dec,4.023333333333333,18-20,1.4,2.6233333333333335,FY22,3yr ave (2019x2),FALSE
Stoughton,Feb,3.921111111111111,18-20,1.4,2.5211111111111113,FY22,3yr ave (2019x2),FALSE
Stoughton,Jan,3.8922222222222222,18-20,1.4,2.4922222222222223,FY22,3yr ave (2019x2),FALSE
Stoughton,Jul,2.2144444444444447,18-20,1.4,0.8144444444444447,FY22,3yr ave (2019x2),FALSE
Stoughton,Jun,2.732222222222222,18-20,1.4,1.3322222222222222,FY22,3yr ave (2019x2),FALSE
Stoughton,Mar,4.756666666666667,18-20,1.4,3.356666666666667,FY22,3yr ave (2019x2),FALSE
Stoughton,May,3.7133333333333334,18-20,1.4,2.3133333333333335,FY22,3yr ave (2019x2),FALSE
Stoughton,Nov,3.927777777777778,18-20,1.4,2.527777777777778,FY22,3yr ave (2019x2),FALSE
Stoughton,Oct,2.6122222222222224,18-20,1.4,1.2122222222222225,FY22,3yr ave (2019x2),FALSE
Stoughton,Sep,2.09,18-20,1.4,0.69,FY22,3yr ave (2019x2),FALSE
Wakefield,Apr,6.58,18-20,1.5,5.08,FY22,3yr ave (2019x2),FALSE
Wakefield,Aug,3.1400000000000006,18-20,1.5,1.6400000000000006,FY22,3yr ave (2019x2),FALSE
Wakefield,Dec,5.687777777777778,18-20,1.5,4.187777777777778,FY22,3yr ave (2019x2),FALSE
Wakefield,Feb,5.395555555555556,18-20,1.5,3.895555555555556,FY22,3yr ave (2019x2),FALSE
Wakefield,Jan,4.777777777777779,18-20,1.5,3.2777777777777786,FY22,3yr ave (2019x2),FALSE
Wakefield,Jul,3.248888888888889,18-20,1.5,1.7488888888888892,FY22,3yr ave (2019x2),FALSE
Wakefield,Jun,3.696666666666667,18-20,1.5,2.196666666666667,FY22,3yr ave (2019x2),FALSE
Wakefield,Mar,6.394444444444445,18-20,1.5,4.894444444444445,FY22,3yr ave (2019x2),FALSE
Wakefield,May,5.182222222222222,18-20,1.5,3.6822222222222223,FY22,3yr ave (2019x2),FALSE
Wakefield,Nov,5.823333333333334,18-20,1.5,4.323333333333334,FY22,3yr ave (2019x2),FALSE
Wakefield,Oct,3.308888888888889,18-20,1.5,1.8088888888888892,FY22,3yr ave (2019x2),FALSE
Wakefield,Sep,2.977777777777778,18-20,1.5,1.4777777777777779,FY22,3yr ave (2019x2),FALSE
Walpole,Apr,2.891111111111111,18-20,1.2,1.691111111111111,FY22,3yr ave (2019x2),FALSE
Walpole,Aug,1.9855555555555555,18-20,1.2,0.7855555555555556,FY22,3yr ave (2019x2),FALSE
Walpole,Dec,2.5522222222222224,18-20,1.2,1.3522222222222224,FY22,3yr ave (2019x2),FALSE
Walpole,Feb,2.4922222222222223,18-20,1.2,1.2922222222222224,FY22,3yr ave (2019x2),FALSE
Walpole,Jan,2.523333333333333,18-20,1.2,1.323333333333333,FY22,3yr ave (2019x2),FALSE
Walpole,Jul,1.6844444444444444,18-20,1.2,0.48444444444444446,FY22,3yr ave (2019x2),FALSE
Walpole,Jun,1.8788888888888888,18-20,1.2,0.6788888888888889,FY22,3yr ave (2019x2),FALSE
Walpole,Mar,2.89,18-20,1.2,1.6900000000000002,FY22,3yr ave (2019x2),FALSE
Walpole,May,2.5011111111111113,18-20,1.2,1.3011111111111113,FY22,3yr ave (2019x2),FALSE
Walpole,Nov,2.683333333333333,18-20,1.2,1.4833333333333332,FY22,3yr ave (2019x2),FALSE
Walpole,Oct,1.9566666666666666,18-20,1.2,0.7566666666666666,FY22,3yr ave (2019x2),FALSE
Walpole,Sep,1.7533333333333334,18-20,1.2,0.5533333333333335,FY22,3yr ave (2019x2),FALSE
Waltham,Apr,12.38,18-20,5.6,6.780000000000001,FY22,3yr ave (2019x2),FALSE
Waltham,Aug,7.384444444444444,18-20,5.6,1.7844444444444445,FY22,3yr ave (2019x2),FALSE
Waltham,Dec,10.602222222222222,18-20,5.6,5.002222222222223,FY22,3yr ave (2019x2),FALSE
Waltham,Feb,10.503333333333334,18-20,5.6,4.903333333333334,FY22,3yr ave (2019x2),FALSE
Waltham,Jan,9.94888888888889,18-20,5.6,4.34888888888889,FY22,3yr ave (2019x2),FALSE
Waltham,Jul,7.746666666666667,18-20,5.6,2.1466666666666674,FY22,3yr ave (2019x2),FALSE
Waltham,Jun,8.2844444444444445,18-20,5.6,2.684444444444445,FY22,3yr ave (2019x2),FALSE
Waltham,Mar,11.945555555555556,18-20,5.6,6.345555555555556,FY22,3yr ave (2019x2),FALSE
Waltham,May,10.24,18-20,5.6,4.640000000000001,FY22,3yr ave (2019x2),FALSE
Waltham,Nov,10.704444444444444,18-20,5.6,5.104444444444445,FY22,3yr ave (2019x2),FALSE
Waltham,Oct,7.934444444444445,18-20,5.6,2.334444444444445,FY22,3yr ave (2019x2),FALSE
Waltham,Sep,7.612222222222223,18-20,5.6,2.0122222222222232,FY22,3yr ave (2019x2),FALSE
Watertown,Apr,4.82,18-20,2.2,2.62,FY22,3yr ave (2019x2),FALSE
Watertown,Aug,2.7600000000000002,18-20,2.2,0.56,FY22,3yr ave (2019x2),FALSE
Watertown,Dec,4.2877777777777775,18-20,2.2,2.0877777777777773,FY22,3yr ave (2019x2),FALSE
Watertown,Feb,4.193333333333333,18-20,2.2,1.9933333333333332,FY22,3yr ave (2019x2),FALSE
Watertown,Jan,3.9622222222222225,18-20,2.2,1.7622222222222224,FY22,3yr ave (2019x2),FALSE
Watertown,Jul,2.761111111111111,18-20,2.2,0.5611111111111109,FY22,3yr ave (2019x2),FALSE
Watertown,Jun,2.988888888888889,18-20,2.2,0.7888888888888888,FY22,3yr ave (2019x2),FALSE
Watertown,Mar,4.7877777777777775,18-20,2.2,2.5877777777777773,FY22,3yr ave (2019x2),FALSE
Watertown,May,3.8233333333333333,18-20,2.2,1.623333333333333,FY22,3yr ave (2019x2),FALSE
Watertown,Nov,4.506666666666667,18-20,2.2,2.3066666666666666,FY22,3yr ave (2019x2),FALSE
Watertown,Oct,2.9455555555555555,18-20,2.2,0.7455555555555553,FY22,3yr ave (2019x2),FALSE
Watertown,Sep,2.7255555555555557,18-20,2.2,0.5255555555555556,FY22,3yr ave (2019x2),FALSE
Wellesley,Apr,5.203333333333333,18-20,1.7,3.503333333333333,FY22,3yr ave (2019x2),FALSE
Wellesley,Aug,2.492222222222222,18-20,1.7,0.7922222222222219,FY22,3yr ave (2019x2),FALSE
Wellesley,Dec,4.412222222222222,18-20,1.7,2.7122222222222216,FY22,3yr ave (2019x2),FALSE
Wellesley,Feb,3.9933333333333336,18-20,1.7,2.293333333333334,FY22,3yr ave (2019x2),FALSE
Wellesley,Jan,3.812222222222222,18-20,1.7,2.112222222222222,FY22,3yr ave (2019x2),FALSE
Wellesley,Jul,2.4722222222222223,18-20,1.7,0.7722222222222224,FY22,3yr ave (2019x2),FALSE
Wellesley,Jun,2.7822222222222224,18-20,1.7,1.0822222222222224,FY22,3yr ave (2019x2),FALSE
Wellesley,Mar,4.818888888888889,18-20,1.7,3.118888888888889,FY22,3yr ave (2019x2),FALSE
Wellesley,May,3.9033333333333333,18-20,1.7,2.203333333333333,FY22,3yr ave (2019x2),FALSE
Wellesley,Nov,4.48,18-20,1.7,2.7800000000000002,FY22,3yr ave (2019x2),FALSE
Wellesley,Oct,2.8233333333333333,18-20,1.7,1.1233333333333333,FY22,3yr ave (2019x2),FALSE
Wellesley,Sep,2.4944444444444445,18-20,1.7,0.7944444444444445,FY22,3yr ave (2019x2),FALSE
Westwood,Apr,2.5033333333333334,18-20,0.9,1.6033333333333335,FY22,3yr ave (2019x2),FALSE
Westwood,Aug,1.2944444444444443,18-20,0.9,0.39444444444444426,FY22,3yr ave (2019x2),FALSE
Westwood,Dec,2.171111111111111,18-20,0.9,1.2711111111111113,FY22,3yr ave (2019x2),FALSE
Westwood,Feb,2.25,18-20,0.9,1.35,FY22,3yr ave (2019x2),FALSE
Westwood,Jan,2.1622222222222223,18-20,0.9,1.2622222222222224,FY22,3yr ave (2019x2),FALSE
Westwood,Jul,1.2966666666666666,18-20,0.9,0.3966666666666666,FY22,3yr ave (2019x2),FALSE
Westwood,Jun,1.5566666666666666,18-20,0.9,0.6566666666666666,FY22,3yr ave (2019x2),FALSE
Westwood,Mar,2.511111111111111,18-20,0.9,1.6111111111111112,FY22,3yr ave (2019x2),FALSE
Westwood,May,1.9866666666666666,18-20,0.9,1.0866666666666664,FY22,3yr ave (2019x2),FALSE
Westwood,Nov,2.3166666666666664,18-20,0.9,1.4166666666666665,FY22,3yr ave (2019x2),FALSE
Westwood,Oct,1.4822222222222223,18-20,0.9,0.5822222222222223,FY22,3yr ave (2019x2),FALSE
Westwood,Sep,1.301111111111111,18-20,0.9,0.4011111111111111,FY22,3yr ave (2019x2),FALSE
Weymouth,Apr,11.97,18-20,3.7,8.27,FY22,3yr ave (2019x2),FALSE
Weymouth,Aug,5.739999999999999,18-20,3.7,2.039999999999999,FY22,3yr ave (2019x2),FALSE
Weymouth,Dec,11.481111111111112,18-20,3.7,7.7811111111111115,FY22,3yr ave (2019x2),FALSE
Weymouth,Feb,10.897777777777778,18-20,3.7,7.197777777777778,FY22,3yr ave (2019x2),FALSE
Weymouth,Jan,11.29,18-20,3.7,7.589999999999999,FY22,3yr ave (2019x2),FALSE
Weymouth,Jul,6.665555555555556,18-20,3.7,2.9655555555555555,FY22,3yr ave (2019x2),FALSE
Weymouth,Jun,7.481111111111111,18-20,3.7,3.7811111111111106,FY22,3yr ave (2019x2),FALSE
Weymouth,Mar,12.806666666666667,18-20,3.7,9.106666666666666,FY22,3yr ave (2019x2),FALSE
Weymouth,May,9.616666666666667,18-20,3.7,5.916666666666667,FY22,3yr ave (2019x2),FALSE
Weymouth,Nov,11.854444444444445,18-20,3.7,8.154444444444444,FY22,3yr ave (2019x2),FALSE
Weymouth,Oct,7.636666666666667,18-20,3.7,3.9366666666666665,FY22,3yr ave (2019x2),FALSE
Weymouth,Sep,6.1322222222222225,18-20,3.7,2.4322222222222223,FY22,3yr ave (2019x2),FALSE
Wilmington,Apr,1.8599999999999999,18-20,0.8,1.0599999999999998,FY22,3yr ave (2019x2),FALSE
Wilmington,Aug,1.4022222222222223,18-20,0.8,0.6022222222222222,FY22,3yr ave (2019x2),FALSE
Wilmington,Dec,1.5988888888888888,18-20,0.8,0.7988888888888888,FY22,3yr ave (2019x2),FALSE
Wilmington,Feb,1.5622222222222222,18-20,0.8,0.7622222222222221,FY22,3yr ave (2019x2),FALSE
Wilmington,Jan,1.478888888888889,18-20,0.8,0.6788888888888889,FY22,3yr ave (2019x2),FALSE
Wilmington,Jul,1.3544444444444443,18-20,0.8,0.5544444444444443,FY22,3yr ave (2019x2),FALSE
Wilmington,Jun,1.4777777777777779,18-20,0.8,0.6777777777777778,FY22,3yr ave (2019x2),FALSE
Wilmington,Mar,1.7066666666666666,18-20,0.8,0.9066666666666665,FY22,3yr ave (2019x2),FALSE
Wilmington,May,1.5911111111111111,18-20,0.8,0.7911111111111111,FY22,3yr ave (2019x2),FALSE
Wilmington,Nov,1.6933333333333334,18-20,0.8,0.8933333333333333,FY22,3yr ave (2019x2),FALSE
Wilmington,Oct,1.451111111111111,18-20,0.8,0.651111111111111,FY22,3yr ave (2019x2),FALSE
Wilmington,Sep,1.4255555555555555,18-20,0.8,0.6255555555555554,FY22,3yr ave (2019x2),FALSE
Winchester,Apr,3.7044444444444444,18-20,1.1,2.6044444444444443,FY22,3yr ave (2019x2),FALSE
Winchester,Aug,1.5611111111111111,18-20,1.1,0.461111111111111,FY22,3yr ave (2019x2),FALSE
Winchester,Dec,3.013333333333333,18-20,1.1,1.913333333333333,FY22,3yr ave (2019x2),FALSE
Winchester,Feb,3.0500000000000003,18-20,1.1,1.9500000000000002,FY22,3yr ave (2019x2),FALSE
Winchester,Jan,2.6933333333333334,18-20,1.1,1.5933333333333333,FY22,3yr ave (2019x2),FALSE
Winchester,Jul,1.751111111111111,18-20,1.1,0.651111111111111,FY22,3yr ave (2019x2),FALSE
Winchester,Jun,2.031111111111111,18-20,1.1,0.931111111111111,FY22,3yr ave (2019x2),FALSE
Winchester,Mar,3.5233333333333334,18-20,1.1,2.4233333333333333,FY22,3yr ave (2019x2),FALSE
Winchester,May,2.852222222222222,18-20,1.1,1.7522222222222221,FY22,3yr ave (2019x2),FALSE
Winchester,Nov,3.1133333333333333,18-20,1.1,2.013333333333333,FY22,3yr ave (2019x2),FALSE
Winchester,Oct,1.7333333333333334,18-20,1.1,0.6333333333333333,FY22,3yr ave (2019x2),FALSE
Winchester,Sep,1.5933333333333333,18-20,1.1,0.4933333333333332,FY22,3yr ave (2019x2),FALSE
Winthrop,Apr,2.5255555555555556,18-20,1.1,1.4255555555555555,FY22,3yr ave (2019x2),FALSE
Winthrop,Aug,2.0211111111111113,18-20,1.1,0.9211111111111112,FY22,3yr ave (2019x2),FALSE
Winthrop,Dec,2.5144444444444445,18-20,1.1,1.4144444444444444,FY22,3yr ave (2019x2),FALSE
Winthrop,Feb,2.33,18-20,1.1,1.23,FY22,3yr ave (2019x2),FALSE
Winthrop,Jan,2.371111111111111,18-20,1.1,1.2711111111111109,FY22,3yr ave (2019x2),FALSE
Winthrop,Jul,2.1933333333333334,18-20,1.1,1.0933333333333333,FY22,3yr ave (2019x2),FALSE
Winthrop,Jun,2.147777777777778,18-20,1.1,1.0477777777777777,FY22,3yr ave (2019x2),FALSE
Winthrop,Mar,2.634444444444444,18-20,1.1,1.534444444444444,FY22,3yr ave (2019x2),FALSE
Winthrop,May,2.3055555555555554,18-20,1.1,1.2055555555555553,FY22,3yr ave (2019x2),FALSE
Winthrop,Nov,2.91,18-20,1.1,1.81,FY22,3yr ave (2019x2),FALSE
Winthrop,Oct,2.2955555555555556,18-20,1.1,1.1955555555555555,FY22,3yr ave (2019x2),FALSE
Winthrop,Sep,1.9833333333333334,18-20,1.1,0.8833333333333333,FY22,3yr ave (2019x2),FALSE
Woburn,Apr,8.276666666666667,18-20,3.7,4.576666666666667,FY22,3yr ave (2019x2),FALSE
Woburn,Aug,5.427777777777778,18-20,3.7,1.7277777777777779,FY22,3yr ave (2019x2),FALSE
Woburn,Dec,6.9655555555555555,18-20,3.7,3.2655555555555553,FY22,3yr ave (2019x2),FALSE
Woburn,Feb,7.238888888888889,18-20,3.7,3.5388888888888888,FY22,3yr ave (2019x2),FALSE
Woburn,Jan,6.731111111111111,18-20,3.7,3.0311111111111106,FY22,3yr ave (2019x2),FALSE
Woburn,Jul,6.166666666666666,18-20,3.7,2.466666666666666,FY22,3yr ave (2019x2),FALSE
Woburn,Jun,6.525555555555556,18-20,3.7,2.825555555555556,FY22,3yr ave (2019x2),FALSE
Woburn,Mar,7.73,18-20,3.7,4.03,FY22,3yr ave (2019x2),FALSE
Woburn,May,7.993333333333334,18-20,3.7,4.293333333333334,FY22,3yr ave (2019x2),FALSE
Woburn,Nov,6.535555555555556,18-20,3.7,2.8355555555555556,FY22,3yr ave (2019x2),FALSE
Woburn,Oct,5.435555555555555,18-20,3.7,1.735555555555555,FY22,3yr ave (2019x2),FALSE
Woburn,Sep,5.097777777777777,18-20,3.7,1.397777777777777,FY22,3yr ave (2019x2),FALSE
Arlington,Apr,6.9799999999999995,18-20,2.5,4.4799999999999995,FY22,3yr ave (2019x2),FALSE
Arlington,Aug,3.274166666666667,18-20,2.5,0.7741666666666669,FY22,3yr ave (2019x2),FALSE
